Classifier,feature selection,sampling,cost sensitive,precision,recall,auc,kappa
mlp,true,false,true,0.7599473424387033,1.0,0.5,0.0
mlp,true,false,true,0.7510897672700406,0.9978895705521472,0.5561214414274932,0.15496801204590827
mlp,true,false,true,0.7384887197608045,1.0,0.5,0.0
mlp,true,false,true,0.7599473424387033,1.0,0.5,0.0
mlp,true,false,true,0.7610141714065362,0.9974728329542583,0.5250421489612056,0.07306403376946909
mlp,true,false,false,0.7489519176026086,0.974805483512412,0.7077866791500225,0.06206701182233434
mlp,true,false,true,0.772022932022932,0.9925869766658243,0.5530450806896,0.14925250939065038
mlp,true,false,true,0.7400518599780592,0.9997642224392873,0.5001217814334294,3.6027652240459395E-4
mlp,true,false,false,0.7755446536899299,0.8925720183346993,0.7335892910559597,0.2609591676577651
mlp,true,false,true,0.7385087933893283,1.0,0.5000519696497245,1.5350838992661788E-4
mlp,true,false,true,0.7384887197608045,1.0,0.5,0.0
mlp,true,false,true,0.7198329579989943,0.9993928907506906,0.5009807919153936,0.002817369221289945
mlp,true,false,true,0.7400049850448654,1.0,0.5,0.0
mlp,true,false,true,0.7400049850448654,1.0,0.5,0.0
mlp,true,false,true,0.727441572511995,0.9986947151139848,0.5195855454607832,0.055298673661868976
mlp,true,false,true,0.7270254732000707,0.9980572504022098,0.5185662604466875,0.05241550998164283
sgd,true,false,false,0.8474214220323466,0.710109103307194,0.6357563060395619,0.22684534623066352
sgd,true,false,true,0.8474214220323466,0.710109103307194,0.6357563060395619,0.22684534623066352
sgd,true,false,false,0.805415585076602,1.0,0.5,0.0
sgd,true,false,false,0.8399378054198134,1.0,0.5,0.0
sgd,true,false,true,0.9368128228904491,0.6027957722468462,0.73166104401816,0.32326076161802064
sgd,true,false,true,0.805415585076602,1.0,0.5,0.0
sgd,true,false,true,0.9366887417218543,0.6027957722468462,0.7315148451877506,0.3230801036007479
sgd,true,false,false,0.8396961509847684,1.0,0.5,0.0
sgd,true,false,true,0.8399378054198134,1.0,0.5,0.0
sgd,true,false,false,0.7281206446771255,1.0,0.5,0.0
sgd,true,false,true,0.9259497746297489,0.4543731041456016,0.6519838316961333,0.16893001882540284
sgd,true,false,false,0.7599473424387033,1.0,0.5,0.0
sgd,true,false,true,0.8396961509847684,1.0,0.5,0.0
sgd,true,false,true,0.8722383396563267,0.4939964610717897,0.5972467264814874,0.11572581422101222
sgd,true,false,false,0.7515193719929096,1.0,0.5,0.0
sgd,true,false,true,0.9043949771689498,0.5028296398159412,0.6119477091669214,0.11523219158325539
sgd,true,false,true,0.7281206446771255,1.0,0.5,0.0
sgd,true,false,true,0.7599473424387033,1.0,0.5,0.0
sgd,true,false,true,0.9123018262091109,0.4808800973184535,0.6191522329500955,0.11889513644921691
sgd,true,false,true,0.7515193719929096,1.0,0.5,0.0
sgd,true,false,true,0.9010534236267871,0.7817673117276754,0.6660424247939793,0.2593330310266726
sgd,true,false,false,0.7384887197608045,1.0,0.5,0.0
sgd,true,false,true,0.796671601408954,0.7659386503067485,0.6212053924509557,0.23481048426345852
sgd,true,false,true,0.9079060687833725,0.7373746794124505,0.6727909059006562,0.2471929125669959
sgd,true,false,true,0.8631993695823483,0.4743839591182712,0.618190060173339,0.15888262999410135
sgd,true,false,true,0.7952187425292851,0.8162944785276074,0.6266672182333095,0.25909606586335954
sgd,true,false,true,0.7384887197608045,1.0,0.5,0.0
sgd,true,false,true,0.8326018378823207,0.5257892685461868,0.5955653225100005,0.1366157287839469
sgd,true,false,true,0.8909896212071131,0.5676859573751158,0.6788111315537999,0.261554273016047
sgd,true,false,false,0.7400049850448654,1.0,0.5,0.0
sgd,true,false,true,0.8867085295656725,0.5709712745345801,0.6751671659297104,0.2575168945647463
sgd,true,false,true,0.7400049850448654,1.0,0.5,0.0
sgd,true,false,false,0.7194365582004805,1.0,0.5,0.0
sgd,true,false,true,0.775323639487085,0.4651256947256064,0.5422499900714614,0.061910828473950505
sgd,true,false,true,0.7750599225616127,0.46416872170488427,0.5418754428605493,0.06131976218917087
sgd,true,false,true,0.7194365582004805,1.0,0.5,0.0
sgd,true,false,true,0.784525865987817,0.5812927346828792,0.5634390046724721,0.1023924323355939
sgd,true,false,true,0.8020066552384794,0.5357876654653239,0.5796568468252705,0.12194681892065223
sgd,true,false,true,0.8045663184552073,0.617217618310415,0.6163849436613179,0.19690821248275134
sgd,true,false,true,0.7918719619060216,0.726922259660626,0.6185012170101993,0.2227151443437031
rf,true,false,false,0.844835985709646,0.886890555744971,0.812619543588486,0.34924476479623884
rf,true,false,true,0.7784359400998336,0.9969314694851688,0.5117698283098359,0.03572515221804935
rf,true,false,false,0.8838430645659562,0.9040065722952477,0.8208630503151724,0.4275558844715786
rf,true,false,false,0.8712132299136544,0.9445707938858624,0.778929714856397,0.25798200309020725
rf,true,false,true,0.8438184917606949,0.886038186157518,0.6617325433711566,0.3444055159093542
rf,true,false,true,0.8266644801574287,0.9557002022244692,0.5631234466523863,0.16721414543885085
rf,true,false,true,0.8452168263764821,0.887146266621207,0.6649181625503695,0.3509956650437369
rf,true,false,false,0.9405105641871763,0.9569130333411051,0.9246192159695967,0.6644183483017208
rf,true,false,true,0.8430409147757727,0.9982546146929708,0.5114781261086281,0.03769585035512232
rf,true,false,false,0.821384013973218,0.9693742331288343,0.8059199680026836,0.4769370583854147
rf,true,false,true,0.8465937344604675,0.8607178968655207,0.6075757938421248,0.22093706746208108
rf,true,false,false,0.8319148061346162,0.876228833744749,0.8032825164018562,0.33509730500103535
rf,true,false,true,0.8968865082022096,0.9993937980881324,0.6987687114524688,0.524590179703943
rf,true,false,true,0.8599291809369014,0.9361729019211324,0.6524966000581336,0.35429853269281464
rf,true,false,false,0.8586669770328988,0.9322298037233594,0.887998751976529,0.5126058635305217
rf,true,false,true,0.8560336460692333,0.9796371714179933,0.5575399290340036,0.16597788518668508
rf,true,false,true,0.7748782714546562,0.9997546012269939,0.6109445981949901,0.29331016473897115
rf,true,false,true,0.7656483728351561,0.9974881988653588,0.5154701756597153,0.04603513858310365
rf,true,false,true,0.8576725216665895,0.9787909239964034,0.5632228280820207,0.18061492462290837
rf,true,false,true,0.7724387147182342,0.9993682082385645,0.5544611741829766,0.15502222772044738
rf,true,false,true,0.9182660635074004,0.9749591979482397,0.7601957689790051,0.5987226512966911
rf,true,false,false,0.7942534473076683,0.9370606205601972,0.7994301387984264,0.30092387539526894
rf,true,false,true,0.8075086716996531,0.9711901840490798,0.6755924632127628,0.4231526684456396
rf,true,false,true,0.9216412971542025,0.9740732105385871,0.7701338207065187,0.6143270218562673
rf,true,false,true,0.7736747254241899,0.9853622623532978,0.5364157075407838,0.10349622260335233
rf,true,false,true,0.805099081681972,0.9810552147239264,0.6725071026301019,0.42248865228550264
rf,true,false,true,0.7409157076547007,0.9928963156538703,0.5062184519751526,0.01802849137158241
rf,true,false,true,0.7729304972225985,0.9882638257329696,0.5345761135793995,0.09902687039465284
rf,true,false,true,0.8027182866556837,0.9850897144301238,0.6264302075335333,0.32837766267447005
rf,true,false,false,0.8025575595893986,0.9322307925494291,0.7984800644448978,0.3284547100258349
rf,true,false,true,0.8018945352575063,0.987659000926628,0.6248486087435687,0.3261841276160584
rf,true,false,true,0.7439369999749204,0.9991242547744956,0.5101555508365815,0.02972279312278919
rf,true,false,false,0.8297860876124791,0.9349482439364963,0.8225250661820321,0.4919205600614272
