release,method,path,className,loc,wmc,assignmentsQty,mathOperationsQty,qtyTryCatch,qtyReturn,fanin,fanout,age,nAuth,nr,nSmell,buggy
0.9.0,getInnermostDelegate,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DelegatingDataCache.java,DelegatingDataCache,3,2,0,0,0,1,3,1,45,2,5,0,false
0.9.0,setIgnoreErrors,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingTool.java,MappingTool,3,1,1,0,0,0,2,0,37,3,6,0,false
0.9.6,providedBooleanField,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EmbedFieldStrategy.java,EmbedFieldStrategy$NullEmbeddedStateManager,3,1,0,0,0,0,0,0,168,3,7,0,false
0.9.6,release,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PNonTransDirtyState.java,PNonTransDirtyState,3,1,0,0,0,1,0,1,185,1,4,0,false
0.9.0,toDataStoreValue,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Const.java,Const,3,1,0,0,0,1,0,0,37,2,4,0,false
0.9.0,size,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/ConcurrentHashSet.java,ConcurrentHashSet,3,1,0,0,0,1,0,0,0,1,4,0,false
0.9.0,getSubclassesLoaded,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/Discriminator.java,Discriminator,7,4,2,0,0,1,1,0,37,2,2,2,false
0.9.0,executeBatch,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingCallableStatement.java,DelegatingCallableStatement,3,1,0,0,0,1,0,0,0,1,6,0,false
0.9.0,run,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/Utils.java,Utils,3,1,0,0,0,1,0,0,0,1,5,0,false
0.9.6,setStream,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/LogFactoryImpl.java,LogFactoryImpl,4,2,1,0,0,0,0,0,94,2,8,0,false
0.9.0,getAllRows,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/RowManagerImpl.java,RowManagerImpl,3,1,0,0,0,1,0,0,37,1,2,0,false
0.9.0,enhanceObjectId,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCEnhancer.java,PCEnhancer,22,7,8,1,0,3,1,5,45,4,16,4,false
0.9.6,validateNoPKFields,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ClassMetaData.java,ClassMetaData,4,3,2,0,0,0,4,3,185,4,21,0,false
0.9.0,setEnforcePropertyRestrictions,openjpa-kernel/src/main/java/org/apache/openjpa/ant/PCEnhancerTask.java,PCEnhancerTask,3,1,1,0,0,0,0,0,45,2,6,0,false
0.9.0,bindValueVariable,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/JDBCExpressionFactory.java,JDBCExpressionFactory,3,1,0,0,0,1,0,1,37,3,6,0,false
0.9.0,select,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/LogicalUnion.java,LogicalUnion$UnionSelect,3,1,0,0,0,1,0,1,37,2,4,0,false
0.9.6,select,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/StringFieldStrategy.java,StringFieldStrategy,4,1,0,0,0,1,0,0,168,2,4,0,false
0.9.6,newJoins,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/AbstractResult.java,AbstractResult,3,1,0,0,0,1,0,0,168,1,4,0,false
0.9.6,getCandidateCollection,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingQuery.java,DelegatingQuery,8,2,0,0,1,1,1,2,185,2,6,1,false
0.9.0,getDelegate,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/Extent.java,Extent,3,1,0,0,0,1,1,1,45,2,5,0,false
0.9.0,endConfiguration,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/OracleDictionary.java,OracleDictionary,4,2,1,0,0,0,0,0,37,2,3,0,false
0.9.0,setHours,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxySQLDate.java,ProxySQLDate,4,1,0,0,0,0,0,1,45,1,3,0,false
0.9.0,hasJoin,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCFetchConfiguration.java,JDBCFetchConfiguration,1,1,0,0,0,0,3,0,37,2,3,0,false
0.9.0,updateAll,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryImpl.java,QueryImpl,3,1,0,0,0,1,0,3,45,2,8,0,false
0.9.0,putUserObject,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingBroker.java,DelegatingBroker,8,2,0,0,1,1,0,2,45,3,6,1,false
0.9.6,isPacking,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/SQLStoreQuery.java,SQLStoreQuery$SQLExecutor,3,2,0,0,0,1,0,0,168,1,5,1,false
0.9.0,getClassLoader,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityManagerImpl.java,EntityManagerImpl,3,1,0,0,0,1,0,0,45,2,7,0,false
0.9.6,removeDefinedSuperclassField,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ClassMetaData.java,ClassMetaData,8,4,1,0,0,2,0,2,185,4,21,0,false
0.9.6,evalSetClause,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java,JPQLExpressionBuilder,8,3,4,0,0,0,1,8,185,3,17,2,false
0.9.0,getMappedPCSubclassMetaDatas,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ClassMetaData.java,ClassMetaData,13,6,5,0,0,2,3,3,45,3,8,0,false
0.9.6,getEmbeddingMapping,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ClassMapping.java,ClassMapping,3,1,0,0,0,1,5,1,168,2,3,0,false
0.9.0,hasVariable,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/CompareEqualExpression.java,CompareEqualExpression,3,1,0,0,0,1,0,0,37,2,3,0,false
0.9.6,getUseAliases,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ClassTableJDBCSeq.java,ClassTableJDBCSeq,3,1,0,0,0,1,0,0,168,2,6,0,false
0.9.0,toDataStoreValue,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Extension.java,Extension,3,1,0,0,0,1,0,0,37,2,5,0,false
0.9.0,removeQueryMetaData,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/XMLPersistenceMetaDataSerializer.java,XMLPersistenceMetaDataSerializer,10,7,3,0,0,4,2,0,45,2,6,1,false
0.9.6,getMappings,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ReverseMappingTool.java,ReverseMappingTool,3,1,0,0,0,1,3,2,168,1,3,1,false
0.9.6,putUserObject,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityManagerImpl.java,EntityManagerImpl,3,1,0,0,0,1,0,3,185,2,10,0,false
0.9.0,defineSuperclassFields,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ClassMetaData.java,ClassMetaData,15,8,3,0,0,1,5,12,45,3,8,2,false
0.9.0,transactionalAll,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingBroker.java,DelegatingBroker,8,2,0,0,1,0,0,2,45,3,6,1,false
0.9.6,othersInsertsAreVisible,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/BrokerImpl.java,BrokerImpl$JCAHelper,3,1,0,0,0,1,0,0,185,4,30,0,false
0.9.6,setInterfaceImpl,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataRepository.java,MetaDataRepository,12,3,2,0,0,0,1,7,185,4,24,0,false
0.9.6,setDefault,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Column.java,Column,4,2,2,0,0,0,0,0,168,1,2,0,false
0.9.0,commitAndResume,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingBroker.java,DelegatingBroker,8,2,0,0,1,0,0,2,45,3,6,1,false
