release,method,path,className,loc,wmc,assignmentsQty,mathOperationsQty,qtyTryCatch,qtyReturn,fanin,fanout,age,nAuth,nr,nSmell,buggy
4.2.0,refreshRegionList,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java,ServerConfiguration,9,2,3,0,0,0,2,0,412,3,15,0,false
4.2.1,process,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkHubServerManager.java,ZkHubServerManager$ZkHubsWatcher,26,9,2,0,0,0,0,3,396,1,2,0,false
4.2.1,run,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/SessionImpl.java,SessionImpl,49,20,6,5,2,0,0,4,1,1,1,0,false
4.2.0,readTopic,hedwig-server/src/main/java/org/apache/hedwig/admin/console/ReadTopic.java,ReadTopic,19,4,1,3,1,0,1,1,216,1,3,0,true
4.2.0,getDefaultInstanceForType,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,PubSubProtocol$MessageSeqId$Builder,3,1,0,0,0,1,0,1,412,2,16,0,false
4.1.0,linkIndexDirectories,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,FileSystemUpgrade,19,5,2,0,1,1,2,2,0,2,3,0,true
4.2.0,createLedger,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,FlatLedgerManager,23,1,1,0,0,0,0,1,420,3,7,0,false
4.1.0,persistMessage,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java,LocalDBPersistenceManager,49,8,11,1,2,4,0,5,196,1,4,0,true
4.2.0,collectCacheEntriesAtTimestamp,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java,ReadAheadCache,9,2,3,0,0,0,1,1,412,2,12,0,false
4.2.0,createTopicPersistenceInfo,hedwig-server/src/main/java/org/apache/hedwig/server/meta/ZkMetadataManagerFactory.java,ZkMetadataManagerFactory$ZkTopicPersistenceManagerImpl,20,1,2,0,0,1,1,2,191,1,6,0,true
4.2.1,run,hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java,HedwigConsole,39,7,9,1,1,0,1,8,286,2,10,0,false
4.2.0,addEntry,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,PerChannelBookieClient,31,2,6,3,1,0,1,3,412,3,25,0,true
4.2.0,getRemoteAddress,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,NIOServerFactory$Cnxn,3,1,0,0,0,1,0,0,412,2,13,0,false
4.2.0,clearMsgId,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,PubSubProtocol$Message$Builder,11,2,2,0,0,1,0,1,412,2,16,0,false
4.2.1,uploadSelfLoadData,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkHubServerManager.java,ZkHubServerManager,5,1,1,0,0,0,0,1,396,1,2,0,false
4.2.0,compositeMessage,hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java,PubSubException$CompositeException,7,3,2,0,0,1,1,0,412,2,7,0,false
4.2.0,addMessageToCache,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java,ReadAheadCache,15,3,3,1,0,0,1,4,412,2,12,0,false
4.2.0,process,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java,AutoRecoveryMain,9,2,0,1,0,0,0,1,106,2,5,0,false
4.1.0,main,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,Bookie,18,2,6,2,0,0,0,6,196,3,33,0,true
4.1.0,getLinkMultArgLength,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java,HardLink$HardLinkCGWin,9,3,4,3,0,1,0,0,90,1,1,0,true
4.1.0,operationFailed,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java,ReadAheadCache$PersistCallback,6,1,3,0,0,0,0,0,196,1,5,0,true
4.0.0,readEntry,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,LedgerDescriptor,40,9,12,7,1,1,1,10,4,2,4,0,false
4.2.1,process,hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java,HedwigAdmin$MyWatcher,5,2,0,0,0,0,0,0,286,1,9,0,false
4.2.0,getBookieId,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java,DataFormats$LockDataFormat,14,3,4,0,0,2,2,0,205,2,6,0,false
4.0.0,parseArgs,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,BookieServer,33,7,6,1,1,2,1,1,4,3,10,0,false
4.1.0,doAsyncAddEntry,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,LedgerHandle,38,7,2,3,2,1,2,2,196,3,20,0,true
4.2.0,isHubSubscriber,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java,SubscriptionStateUtils,3,1,0,0,0,1,4,0,412,1,2,0,false
4.0.0,readEntry,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,EntryLogger,40,7,13,8,1,1,1,2,4,2,8,0,false
4.1.0,getDescriptorForType,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,PubSubProtocol$UnsubscribeRequest$Builder,3,1,0,0,0,1,0,1,196,1,2,0,true
4.0.0,instantiateZookeeperClient,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java,PubSubServer,17,3,2,7,0,0,1,3,4,2,5,0,false
4.1.0,clone,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,PubSubProtocol$UnsubscribeRequest$Builder,3,1,0,0,0,1,0,2,196,1,2,0,true
4.2.0,buildParsed,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,PubSubProtocol$CloseSubscriptionRequest$Builder,7,2,1,0,0,1,2,2,4,2,14,0,false
4.0.0,getLocalAddress,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,NIOServerFactory,3,1,0,0,0,1,1,0,4,3,7,0,false
4.2.0,addEntriesBuilder,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,PubSubProtocol$Map$Builder,3,1,0,0,0,1,0,1,4,2,14,0,false
4.0.0,run,hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java,RegionManager,6,2,1,0,0,0,0,0,4,1,3,0,false
4.2.0,clearPublishRequest,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,PubSubProtocol$PubSubRequest$Builder,11,2,2,0,0,1,0,1,412,2,16,0,false
4.0.0,getPipeline,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,PerChannelBookieClient,6,1,1,0,0,1,0,0,4,3,8,0,false
4.2.0,clearMessage,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,PubSubProtocol$PubSubResponse$Builder,11,2,2,0,0,1,0,1,412,2,16,0,false
4.2.0,getSerializedSize,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,PubSubProtocol$ResponseBody,14,6,6,0,0,2,1,0,4,2,14,0,false
4.2.1,getTableNameForTopic,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java,LocalDBPersistenceManager,7,1,3,1,0,1,4,0,482,1,8,0,false
